1->0["{'txnID': 1, 'idx': 0, 'idy': 0, 'coins': 0}"]
715->606["{'txnID': 716, 'idx': None, 'idy': 7, 'coins': 50}"]
716->606["{'txnID': 717, 'idx': None, 'idy': 24, 'coins': 50}"]
717->606["{'txnID': 718, 'idx': None, 'idy': 14, 'coins': 50}"]
718->606["{'txnID': 719, 'idx': None, 'idy': 5, 'coins': 50}"]
719->606["{'txnID': 720, 'idx': None, 'idy': 51, 'coins': 50}"]
720->606["{'txnID': 721, 'idx': None, 'idy': 10, 'coins': 50}"]
721->606["{'txnID': 722, 'idx': None, 'idy': 26, 'coins': 50}"]
722->606["{'txnID': 723, 'idx': None, 'idy': 36, 'coins': 50}"]
723->606["{'txnID': 724, 'idx': None, 'idy': 54, 'coins': 50}"]
724->606["{'txnID': 725, 'idx': None, 'idy': 4, 'coins': 50}"]
725->606["{'txnID': 726, 'idx': None, 'idy': 0, 'coins': 50}"]
726->672["{'txnID': 727, 'idx': None, 'idy': 33, 'coins': 50}"]
727->650["{'txnID': 728, 'idx': None, 'idy': 13, 'coins': 50}"]
728->650["{'txnID': 729, 'idx': None, 'idy': 59, 'coins': 50}"]
729->650["{'txnID': 730, 'idx': None, 'idy': 48, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
730->724["{'txnID': 731, 'idx': None, 'idy': 4, 'coins': 50}"]
731->650["{'txnID': 732, 'idx': None, 'idy': 8, 'coins': 50}"]
732->672["{'txnID': 733, 'idx': None, 'idy': 57, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
733->650["{'txnID': 734, 'idx': None, 'idy': 6, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
734->672["{'txnID': 735, 'idx': None, 'idy': 17, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
735->650["{'txnID': 736, 'idx': None, 'idy': 29, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
736->672["{'txnID': 737, 'idx': None, 'idy': 28, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
737->650["{'txnID': 738, 'idx': None, 'idy': 31, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
738->672["{'txnID': 739, 'idx': None, 'idy': 45, 'coins': 50}"]
739->672["{'txnID': 740, 'idx': None, 'idy': 44, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
740->724["{'txnID': 741, 'idx': None, 'idy': 30, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
741->650["{'txnID': 742, 'idx': None, 'idy': 37, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
742->672["{'txnID': 743, 'idx': None, 'idy': 38, 'coins': 50}"]
743->650["{'txnID': 744, 'idx': None, 'idy': 42, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
744->672["{'txnID': 745, 'idx': None, 'idy': 21, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
745->672["{'txnID': 746, 'idx': None, 'idy': 11, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
746->650["{'txnID': 747, 'idx': None, 'idy': 12, 'coins': 50}"]
747->672["{'txnID': 748, 'idx': None, 'idy': 58, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
748->672["{'txnID': 749, 'idx': None, 'idy': 40, 'coins': 50}"]
749->650["{'txnID': 750, 'idx': None, 'idy': 15, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
750->672["{'txnID': 751, 'idx': None, 'idy': 46, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
751->672["{'txnID': 752, 'idx': None, 'idy': 47, 'coins': 50}"]
752->650["{'txnID': 753, 'idx': None, 'idy': 56, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
753->650["{'txnID': 754, 'idx': None, 'idy': 16, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
754->672["{'txnID': 755, 'idx': None, 'idy': 32, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
755->650["{'txnID': 756, 'idx': None, 'idy': 22, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
756->672["{'txnID': 757, 'idx': None, 'idy': 52, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
757->650["{'txnID': 758, 'idx': None, 'idy': 55, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
758->701["{'txnID': 759, 'idx': None, 'idy': 35, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
759->672["{'txnID': 760, 'idx': None, 'idy': 51, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
760->650["{'txnID': 761, 'idx': None, 'idy': 18, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
761->650["{'txnID': 762, 'idx': None, 'idy': 23, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
762->650["{'txnID': 763, 'idx': None, 'idy': 49, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
763->672["{'txnID': 764, 'idx': None, 'idy': 9, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
764->650["{'txnID': 765, 'idx': None, 'idy': 41, 'coins': 50}"]
765->650["{'txnID': 766, 'idx': None, 'idy': 39, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
766->650["{'txnID': 767, 'idx': None, 'idy': 25, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
767->672["{'txnID': 768, 'idx': None, 'idy': 20, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
768->650["{'txnID': 769, 'idx': None, 'idy': 3, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
769->724["{'txnID': 770, 'idx': None, 'idy': 50, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
770->650["{'txnID': 771, 'idx': None, 'idy': 7, 'coins': 50}"]
771->650["{'txnID': 772, 'idx': None, 'idy': 14, 'coins': 50}"]
772->650["{'txnID': 773, 'idx': None, 'idy': 10, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
773->672["{'txnID': 774, 'idx': None, 'idy': 53, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
774->650["{'txnID': 775, 'idx': None, 'idy': 19, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
775->650["{'txnID': 776, 'idx': None, 'idy': 36, 'coins': 50}"]
776->650["{'txnID': 777, 'idx': None, 'idy': 43, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
777->650["{'txnID': 778, 'idx': None, 'idy': 34, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
778->650["{'txnID': 779, 'idx': None, 'idy': 1, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
779->650["{'txnID': 780, 'idx': None, 'idy': 27, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
780->672["{'txnID': 781, 'idx': None, 'idy': 2, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
781->650["{'txnID': 782, 'idx': None, 'idy': 24, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
782->672["{'txnID': 783, 'idx': None, 'idy': 5, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
783->672["{'txnID': 784, 'idx': None, 'idy': 26, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
784->650["{'txnID': 785, 'idx': None, 'idy': 54, 'coins': 50}", "{'txnID': 701, 'idx': 30, 'idy': 1, 'coins': 0}"]
